row,raw_intact,raw_moderate,raw_severe,va_intact,va_moderate,va_severe
267,0.1490225963,0.3167031753,0.5342742284,0.0161017737,0.2348473515,0.7490508747
294,0.1985984623,0.4241827492,0.3772187885,0.0360396276,0.5307919119,0.4331684605
551,0.2559976838,0.5107081456,0.2332941706,0.1866500571,0.5719921105,0.2413578325
635,0.0889978205,0.1476748619,0.7633273176,0.0154421108,0.1293615420,0.8551963473
644,0.1929127276,0.4814062119,0.3256810606,0.0287464833,0.5917278265,0.3795256902
791,0.1866301652,0.5043608697,0.3090089652,0.0224096075,0.6384423267,0.3391480658
856,0.2582601905,0.4641757607,0.2775640488,0.2080558683,0.5229063710,0.2690377607
857,0.1941197096,0.4365818268,0.3692984636,0.0311729355,0.5747150146,0.3941120499
1191,0.2226403985,0.5624747360,0.2148848655,0.0793961030,0.6767400431,0.2438638539
1588,0.1418010124,0.4042764544,0.4539225332,0.0152293511,0.4065168021,0.5782538468
1629,0.3647999763,0.3449173272,0.2902826965,0.3582290868,0.2752109175,0.3665599958
1674,0.2022331953,0.3007927537,0.4969740510,0.0333198952,0.2149109928,0.7517691121
2067,0.0516182521,0.0843820203,0.8639997276,0.0127169727,0.1029793887,0.8843036386
2228,0.1479443610,0.3581558168,0.4938998222,0.0152976867,0.2907014746,0.6940008387
2256,0.0522793904,0.0773641095,0.8703565001,0.0129574337,0.0936537291,0.8933888372
2320,0.0348706135,0.0395143704,0.9256150161,0.0120731287,0.0413935840,0.9465332873
2387,0.2934974134,0.4152540267,0.2912485600,0.2559008435,0.4306702165,0.3134289400
2429,0.2106822549,0.4077357291,0.3815820160,0.0533312186,0.5192618860,0.4274068953
2445,0.2126268681,0.3860617463,0.4013113856,0.0529385523,0.3971548007,0.5499066471
2448,0.0906341171,0.1649163700,0.7444495129,0.0156029697,0.1293404066,0.8550566237
2518,0.1659466326,0.2923780978,0.5416752696,0.0174434852,0.1710895259,0.8114669889
2731,0.2408252585,0.4836738561,0.2755008854,0.2016567997,0.5288879938,0.2694552065
2766,0.1342806945,0.2542657218,0.6114535837,0.0174434852,0.1710895259,0.8114669889
2796,0.1626198042,0.2815688932,0.5558113025,0.0174434852,0.1710895259,0.8114669889
2819,0.2811015165,0.4094642577,0.3094342259,0.2299141691,0.4457108016,0.3243750293
2829,0.1186327141,0.2540929374,0.6272743485,0.0174434852,0.1710895259,0.8114669889
3337,0.1666842476,0.3124459246,0.5208698278,0.0161017737,0.2348473515,0.7490508747
3351,0.1767798119,0.4327337871,0.3904864010,0.0196622554,0.4650320071,0.5153057376
3642,0.5838059100,0.2749256153,0.1412684747,0.7915650714,0.1571628282,0.0512721004
3770,0.1768430121,0.4770087756,0.3461482124,0.0221047178,0.5881485221,0.3897467601
3786,0.2547425032,0.4719510376,0.2733064592,0.2069873462,0.5253566027,0.2676560511
3877,0.1992985129,0.4879209625,0.3127805246,0.0337240308,0.6078865429,0.3583894263
4044,0.2119248392,0.4920215680,0.2960535928,0.0493870364,0.6006579979,0.3499549657
4120,0.2055223286,0.4263764918,0.3681011796,0.0438327831,0.5477896655,0.4083775514
4188,0.0730616685,0.0815889475,0.8453493840,0.0142449334,0.1018614382,0.8838936284
4405,0.2236967087,0.2805777788,0.4957255125,0.0984869355,0.1602591785,0.7412538860
4428,0.1990569353,0.4600194624,0.3409236023,0.0357815707,0.5839632741,0.3802551552
4568,0.3899661005,0.3510887623,0.2589451373,0.4164244931,0.2835652501,0.3000102568
4776,0.0395995702,0.0484678098,0.9119326201,0.0123639544,0.0413813986,0.9462546470
4879,0.1574239558,0.3688237314,0.4737523128,0.0158157492,0.3407708181,0.6434134327
5102,0.1145213461,0.2234167291,0.6620619248,0.0174434852,0.1710895259,0.8114669889
5234,0.1709322035,0.3428856134,0.4861821830,0.0175491329,0.2559573527,0.7264935144
5259,0.0636013746,0.1113961935,0.8250024319,0.0132675605,0.1134741043,0.8732583352
5528,0.1733767513,0.1927009196,0.6339223290,0.0175267810,0.1671313286,0.8153418905
5707,0.1995833963,0.5530384183,0.2473781854,0.0322449843,0.6955591243,0.2721958914
6228,0.1697296028,0.3032523944,0.5270180028,0.0164256884,0.2194549990,0.7641193126
6244,0.1807556274,0.4336312647,0.3856131079,0.0231793457,0.5378732545,0.4389473998
6336,0.1426679662,0.3299438108,0.5273882229,0.0161017737,0.2348473515,0.7490508747
6433,0.2771995068,0.3972235918,0.3255769014,0.2255573364,0.4072563019,0.3671863616
7167,0.5128259812,0.2770428442,0.2101311746,0.6521654690,0.1351718780,0.2126626529
7172,0.2653234899,0.4015215337,0.3331549764,0.2055604479,0.4598062649,0.3346332872
7467,0.2547071240,0.5006194636,0.2446734124,0.1866500571,0.5719921105,0.2413578325
7506,0.3150498020,0.4891455842,0.1958046138,0.2855884736,0.5161517596,0.1982597668
7566,0.1964652956,0.4538458518,0.3496888526,0.0326954632,0.5756928671,0.3916116697
8113,0.4487642050,0.3574177623,0.1938180327,0.5617018145,0.2630792594,0.1752189261
8177,0.3135389388,0.4631761312,0.2232849300,0.2864129137,0.4711686327,0.2424184536
8553,0.1625397801,0.3524150550,0.4850451648,0.0175491329,0.2559573527,0.7264935144
8959,0.3373056550,0.3919290783,0.2707652667,0.3302277433,0.3902691511,0.2795031056
8960,0.1903748569,0.4331766496,0.3764484935,0.0285392821,0.5349218771,0.4365388408
9110,0.5613933802,0.2725156248,0.1660909951,0.7636239162,0.1545966804,0.0817794034
9181,0.1021353289,0.2039333999,0.6939312712,0.0165953094,0.1582490307,0.8251556600
9244,0.4226480785,0.3413117877,0.2360401338,0.5747781592,0.2066195997,0.2186022411
9254,0.3849329352,0.3528487980,0.2622182667,0.4164244931,0.2835652501,0.3000102568
9369,0.4157798290,0.2965166271,0.2877035439,0.5560371428,0.1777344030,0.2662284542
9553,0.3607611358,0.2981812358,0.3410576284,0.3694969209,0.2524132066,0.3780898725
9818,0.2913192126,0.3562380565,0.3524427309,0.2887204070,0.3459194441,0.3653601489
10045,0.3123444021,0.3494295478,0.3382260501,0.3489744725,0.2791795780,0.3718459495
10206,0.2188861221,0.5401040316,0.2410098463,0.0675789985,0.6557293833,0.2766916182
10605,0.0598969346,0.1076039817,0.8324990838,0.0130967718,0.1134937450,0.8734094832
10795,0.1987137675,0.3227786470,0.4785075855,0.0316203112,0.2522913968,0.7160882920
10887,0.2041730166,0.5181289392,0.2776980441,0.0397799774,0.6752791735,0.2849408491
10959,0.1706706285,0.4546063542,0.3747230172,0.0190561077,0.5622598803,0.4186840120
11120,0.2295906246,0.4155930877,0.3548162878,0.1653997206,0.4763922763,0.3582080031
11254,0.2231301848,0.4289670651,0.3479027502,0.1136829456,0.5077724003,0.3785446541
11307,0.2764977001,0.3616755713,0.3618267286,0.2228423304,0.4023542077,0.3748034619
11380,0.2257751822,0.4254858196,0.3487389982,0.1136829456,0.5077724003,0.3785446541
11518,0.2073183358,0.4690859914,0.3235956728,0.0445846560,0.5820785564,0.3733367876
11683,0.2658099830,0.3839259446,0.3502640724,0.2228423304,0.4023542077,0.3748034619
11733,0.2172245319,0.3666545937,0.4161208744,0.0612163014,0.3936834865,0.5451002121
11940,0.1703849137,0.3757574856,0.4538576007,0.0165245573,0.3560430084,0.6274324343
11994,0.1505810067,0.2509256974,0.5984932959,0.0174434852,0.1710895259,0.8114669889
12092,0.1321360340,0.3980915904,0.4697723757,0.0158157492,0.3407708181,0.6434134327
12219,0.1842416227,0.4954615235,0.3202968538,0.0215148163,0.6390266947,0.3394584890
12223,0.2005405605,0.4603521892,0.3391072503,0.0357815707,0.5839632741,0.3802551552
12245,0.4233728647,0.3032447398,0.2733823955,0.5849264800,0.1926116234,0.2224618966
12276,0.1571168131,0.3816797974,0.4612033894,0.0163787902,0.3529022661,0.6307189437
12344,0.2293396959,0.5401477379,0.2305125663,0.1512619658,0.5968789494,0.2518590848
12392,0.2234192673,0.5611715400,0.2154091927,0.0937699952,0.6661737307,0.2400562741
12658,0.3242725529,0.4712055168,0.2045219304,0.2850868350,0.4736170978,0.2412960672
12795,0.2298168127,0.5180468040,0.2521363832,0.1512619658,0.5968789494,0.2518590848
12897,0.0346616367,0.0427880783,0.9225502851,0.0120731287,0.0413935840,0.9465332873
12919,0.1383691857,0.5843865188,0.2772442955,0.0168767016,0.7226983348,0.2604249636
13240,0.1396807432,0.4392054379,0.4211138189,0.0166384268,0.4869818390,0.4963797341
13611,0.1710578676,0.3814946768,0.4474474556,0.0174851288,0.3767397651,0.6057751061
13636,0.2614289522,0.3951172233,0.3434538245,0.2228423304,0.4023542077,0.3748034619
13714,0.7480756585,0.1473928828,0.1045314587,0.8381479012,0.1252426955,0.0366094033
13732,0.7203196991,0.1764307644,0.1032495365,0.8358372483,0.1275751590,0.0365875928
13943,0.0675029238,0.1334363083,0.7990607679,0.0136228587,0.1134332451,0.8729438962
14073,0.1693251903,0.4231804374,0.4074943722,0.0173141892,0.4661458333,0.5165399775
14937,0.1507975586,0.4217622515,0.4274401899,0.0173141892,0.4661458333,0.5165399775
15084,0.7260803797,0.1456564410,0.1282631793,0.8415193258,0.1210654304,0.0374152439
15264,0.1707296669,0.4815984666,0.3476718664,0.0194707659,0.5897326947,0.3907965394
15390,0.6353667284,0.2467218005,0.1179114712,0.8037889921,0.1590073623,0.0372036457
15514,0.5543740988,0.2874945700,0.1581313312,0.7622123376,0.1555198930,0.0822677695
15567,0.1714988474,0.3247584652,0.5037426873,0.0161017737,0.2348473515,0.7490508747
15589,0.2341025954,0.5655834163,0.2003139883,0.1407077187,0.6501599969,0.2091322843
15852,0.5653503453,0.2757795710,0.1588700837,0.7636239162,0.1545966804,0.0817794034
15994,0.3673674817,0.4584587583,0.1741737600,0.3501925691,0.5478995404,0.1019078905
16048,0.3281928946,0.4320300882,0.2397770172,0.3009226238,0.4443779767,0.2546993995
16136,0.4590874451,0.2644480546,0.2764645003,0.6164980771,0.1490325730,0.2344693498
16280,0.1589030796,0.3654688353,0.4756280851,0.0158157492,0.3407708181,0.6434134327
16412,0.5524974548,0.2474096901,0.2000928551,0.6708794731,0.1368845644,0.1922359625
16423,0.0736080924,0.1433870931,0.7830048145,0.0142084687,0.1165198384,0.8692716929
16651,0.0574830534,0.0923789570,0.8501379896,0.0129853347,0.1135065603,0.8735081051
16676,0.1204177177,0.2610214728,0.6185608095,0.0174434852,0.1710895259,0.8114669889
16701,0.1024500214,0.2117547856,0.6857951931,0.0168984363,0.1611395793,0.8219619844
17846,0.2402403057,0.4479898810,0.3117698133,0.1916959628,0.4858387354,0.3224653018
17997,0.3065643013,0.4308269620,0.2626087368,0.3009226238,0.4443779767,0.2546993995
18098,0.1864729226,0.4811923802,0.3323346972,0.0246586294,0.5942183162,0.3811230544
18145,0.1474030570,0.3894936326,0.4631033104,0.0161324216,0.3475939349,0.6362736435
18176,0.1183104384,0.3125455426,0.5691440190,0.0161017737,0.2348473515,0.7490508747
18190,0.1215701467,0.4028848380,0.4755450154,0.0146252712,0.3903921066,0.5949826223
18484,0.0983798869,0.2162857338,0.6853343793,0.0168796778,0.1620707763,0.8210495459
18560,0.0883122236,0.1468251199,0.7648626566,0.0152260742,0.1282973750,0.8564765509
18579,0.1462195941,0.5265076082,0.3272727977,0.0175450142,0.6416192833,0.3408357025
18627,0.1279525161,0.3551020622,0.5169454217,0.0161017737,0.2348473515,0.7490508747
18864,0.1621169150,0.6806901097,0.1571929753,0.0204037261,0.8737334630,0.1058628109
19059,0.4914968087,0.3345140865,0.1739891048,0.6832209710,0.2297518232,0.0870272058
19167,0.2952762842,0.3250259459,0.3796977699,0.3054311343,0.2771181529,0.4174507128
19234,0.1379145553,0.2805142742,0.5815711704,0.0174434852,0.1710895259,0.8114669889
19252,0.1038780957,0.1513452977,0.7447766066,0.0164602960,0.1292277621,0.8543119419
19289,0.2617525458,0.3081827760,0.4300646782,0.2117647059,0.2588235294,0.5294117647
19554,0.2057561874,0.3546513319,0.4395924807,0.0419248523,0.2838432887,0.6742318589
19922,0.2519169412,0.5136856360,0.2343974228,0.1817232376,0.5754569191,0.2428198433
19998,0.3172191036,0.5004376694,0.1823432269,0.2996200427,0.6009973878,0.0993825695
20229,0.1761896189,0.4452729292,0.3785374519,0.0217330952,0.5587942782,0.4194726267
20683,0.1157702655,0.2108345181,0.6733952165,0.0171117355,0.1631735505,0.8197147140
20728,0.1403743327,0.4403420389,0.4192836285,0.0166384268,0.4869818390,0.4963797341
20783,0.2406067961,0.3662666326,0.3931265713,0.1835174172,0.3423959218,0.4740866610
20888,0.1299549173,0.2004128963,0.6696321864,0.0172069742,0.1640817248,0.8187113010
21019,0.5846000736,0.2265681408,0.1888317857,0.7191118355,0.1427774594,0.1381107050
21108,0.0576031164,0.0973004241,0.8450964595,0.0129853347,0.1135065603,0.8735081051
21185,0.0374077520,0.0551801396,0.9074121084,0.0122654681,0.0413855251,0.9463490068
21247,0.1094303131,0.1815699339,0.7089997530,0.0168066603,0.1475288418,0.8356644979
21411,0.1298768054,0.2127243845,0.6573988101,0.0175267810,0.1671313286,0.8153418905
21469,0.1236292226,0.3219017160,0.5544690614,0.0161017737,0.2348473515,0.7490508747
21817,0.0562066299,0.0731200518,0.8706733183,0.0135137549,0.0627038230,0.9237824221
22048,0.1075241449,0.1692345044,0.7232413507,0.0166053256,0.1303663718,0.8530283026
22261,0.0677609901,0.0934484615,0.8387905484,0.0137455583,0.1134191346,0.8728353071
22277,0.0701133300,0.0908191042,0.8390675658,0.0138704883,0.1134047677,0.8727247440
22382,0.0759693075,0.0943234400,0.8297072525,0.0143937740,0.1133445899,0.8722616361
22446,0.1487132140,0.4569811157,0.3943056703,0.0165189896,0.4906644866,0.4928165238
22529,0.1360875537,0.3147849189,0.5491275273,0.0161017737,0.2348473515,0.7490508747
22700,0.1548538632,0.3800655249,0.4650806119,0.0161324216,0.3475939349,0.6362736435
22751,0.4851979090,0.2797001940,0.2351018970,0.6321437242,0.1429525226,0.2249037532
22829,0.3524727523,0.3811404407,0.2663868070,0.3392442670,0.3850153189,0.2757404141
23011,0.1310006847,0.4997043088,0.3692950065,0.0173488131,0.6344442305,0.3482069563
23049,0.3262609541,0.3350643814,0.3386746645,0.3489744725,0.2791795780,0.3718459495
23111,0.3372331560,0.4540274143,0.2087394297,0.2886188966,0.4670955170,0.2442855865
23312,0.2221016702,0.5834871444,0.1944111855,0.0830369606,0.7077732297,0.2091898097
23326,0.2342956031,0.5958271534,0.1698772435,0.1617995819,0.7476179458,0.0905824723
23606,0.1282211076,0.6385328675,0.2332460249,0.0168767016,0.7226983348,0.2604249636
23753,0.1502632946,0.6659963727,0.1837403327,0.0200523175,0.8586853568,0.1212623257
23814,0.1353458593,0.4370522136,0.4276019271,0.0166384268,0.4869818390,0.4963797341
23974,0.2327910925,0.5584919965,0.2087169109,0.1410175418,0.6241808751,0.2348015831
24132,0.0671975444,0.0978438080,0.8349586476,0.0136228587,0.1134332451,0.8729438962
24435,0.2455312126,0.6149901656,0.1394786218,0.2011542755,0.7458945240,0.0529512004
24504,0.0816024933,0.1374917061,0.7809058006,0.0149580912,0.1132796935,0.8717622153
25051,0.1154068046,0.3685807017,0.5160124936,0.0144788895,0.3119664432,0.6735546674
25105,0.1634565592,0.4276511073,0.4088923335,0.0173141892,0.4661458333,0.5165399775
25243,0.1228847569,0.6549130033,0.2222022398,0.0168767016,0.7226983348,0.2604249636
25358,0.5604318976,0.3244010210,0.1151670814,0.7416081187,0.2232630757,0.0351288056
25401,0.5047002956,0.3598800248,0.1354196797,0.6835925022,0.2798063571,0.0366011407
25554,0.1808454990,0.5686021447,0.2505523562,0.0195279066,0.7207494221,0.2597226713
25823,0.2098416357,0.6241550949,0.1660032695,0.0540178700,0.8437519256,0.1022302044
25867,0.1351870935,0.5741034917,0.2907094148,0.0158106250,0.6770465366,0.3071428385
26063,0.1274080444,0.5348249157,0.3377670398,0.0175450142,0.6416192833,0.3408357025
26157,0.3816604075,0.4721249710,0.1462146215,0.3821520652,0.5403973074,0.0774506274
26281,0.1527493298,0.6913217902,0.1559288800,0.0204037261,0.8737334630,0.1058628109
26284,0.7131364452,0.1917727171,0.0950908377,0.8169568915,0.1514541087,0.0315889998
26293,0.4215694305,0.4394745761,0.1389559934,0.5578073944,0.4023871302,0.0398054753
26342,0.1462687723,0.3739931937,0.4797380340,0.0156386879,0.3369558024,0.6474055097
26429,0.4396896064,0.3981044888,0.1622059047,0.6028007366,0.3201147702,0.0770844932
26560,0.5078646465,0.3562934644,0.1358418891,0.6861360297,0.2755307558,0.0383332145
26609,0.0775324542,0.1432428041,0.7792247418,0.0145483172,0.1164796685,0.8689720142
26645,0.1578899151,0.5022391006,0.3398709843,0.0175450142,0.6416192833,0.3408357025
26752,0.1211485630,0.3630858335,0.5157656035,0.0144788895,0.3119664432,0.6735546674
26782,0.4164238336,0.3955700754,0.1880060909,0.5666091975,0.3008954072,0.1324953954
27175,0.4751062585,0.4204313065,0.1044624350,0.5813550622,0.3857628641,0.0328820737
27279,0.2612581551,0.4364157021,0.3023261428,0.1968281230,0.4827540023,0.3204178747
27316,0.2722548246,0.4365115464,0.2912336290,0.1968281230,0.4827540023,0.3204178747
27481,0.1367988756,0.3635765666,0.4996245578,0.0144788895,0.3119664432,0.6735546674
27927,0.0591883326,0.0832400623,0.8575716051,0.0130407043,0.1023321507,0.8846271451
28076,0.1375079880,0.3989387691,0.4635532429,0.0161324216,0.3475939349,0.6362736435
28382,0.0971149235,0.3338790337,0.5690060427,0.0161017737,0.2348473515,0.7490508747
28460,0.3861925958,0.4336317842,0.1801756200,0.3938086121,0.4950050760,0.1111863118
28518,0.1648039818,0.3359106779,0.4992853403,0.0161017737,0.2348473515,0.7490508747
28561,0.2917866111,0.4910525680,0.2171608210,0.2453899028,0.5158686893,0.2387414079
28583,0.1996427596,0.4106489061,0.3897083344,0.0313258369,0.4574294659,0.5112446972
28633,0.1632472526,0.5057697145,0.3309830329,0.0175450142,0.6416192833,0.3408357025
28829,0.2008608103,0.3690130656,0.4301261242,0.0353911920,0.4045133711,0.5600954369
29181,0.0825981119,0.2493486833,0.6680532048,0.0155639633,0.1714168013,0.8130192354
29356,0.0363128372,0.0497501902,0.9139369726,0.0122168110,0.0413875638,0.9463956252
29439,0.1049092992,0.1743857388,0.7207049620,0.0168121900,0.1319904390,0.8511973710
29476,0.0943881327,0.1887290585,0.7168828089,0.0165940529,0.1502630737,0.8331428735
29481,0.0847164312,0.1519951362,0.7632884326,0.0146851286,0.1294610022,0.8558538692
29949,0.0825377386,0.1147861381,0.8026761233,0.0149580912,0.1132796935,0.8717622153
29983,0.0972554169,0.1315447549,0.7711998282,0.0167656934,0.1130718195,0.8701624871
29991,0.0917643986,0.1290709237,0.7791646777,0.0163175380,0.1131233573,0.8705591047
30101,0.0575598377,0.0882016362,0.8542385260,0.0129582192,0.1042047440,0.8828370367
30121,0.0897041844,0.1424086520,0.7678871636,0.0157541380,0.1163371414,0.8679087206
30545,0.2779857558,0.5633455599,0.1586686843,0.1990747277,0.7143710429,0.0865542294
30738,0.0984439619,0.1483800102,0.7531760279,0.0164602960,0.1292277621,0.8543119419
30932,0.0939736522,0.1237791562,0.7822471915,0.0167656934,0.1130718195,0.8701624871
31070,0.0745755084,0.1047262655,0.8206982261,0.0143262141,0.1133523593,0.8723214266
31086,0.0881678368,0.1163084779,0.7955236853,0.0154894561,0.1132185866,0.8712919573
31206,0.0720721989,0.0886018554,0.8393259457,0.0141106144,0.1062388126,0.8796505731
31216,0.0661494196,0.0925585160,0.8412920645,0.0135023303,0.1134471058,0.8730505639
31264,0.0658880393,0.0936992310,0.8404127297,0.0134428623,0.1134539446,0.8731031930
31312,0.0540366150,0.0705493483,0.8754140367,0.0133772750,0.0591316617,0.9274910634
31476,0.0547271441,0.0788059825,0.8664668734,0.0129196971,0.0962933233,0.8907869795
31581,0.0830266246,0.1341641237,0.7828092517,0.0149580912,0.1132796935,0.8717622153
31660,0.0790479344,0.1072073893,0.8137446763,0.0148129038,0.1132963900,0.8718907061
31729,0.0563663182,0.0910457244,0.8525879574,0.0128418108,0.1122519991,0.8749061901
31731,0.1241964000,0.2834781047,0.5923254954,0.0174434852,0.1710895259,0.8114669889
32041,0.0975775204,0.1461287003,0.7562937793,0.0165763407,0.1230888355,0.8603348238
32210,0.0650437539,0.0818733635,0.8530828826,0.0133477095,0.1007977394,0.8858545511
32636,0.0621211997,0.0720183011,0.8658604992,0.0136296642,0.0626964554,0.9236738803
32750,0.0608934888,0.0826583154,0.8564481959,0.0131186207,0.1008211434,0.8860602359
32821,0.0731785234,0.1177301946,0.8090912820,0.0141272871,0.1133752359,0.8724974771
33115,0.0672032371,0.0993170791,0.8334796838,0.0136228587,0.1134332451,0.8729438962
33423,0.0660849591,0.0991535343,0.8347615066,0.0134428623,0.1134539446,0.8731031930
33646,0.1109965907,0.1735810067,0.7154224026,0.0169324513,0.1329345960,0.8501329527
33662,0.1014052547,0.1528593439,0.7457354013,0.0164602960,0.1292277621,0.8543119419
33795,0.3541791141,0.4725006223,0.1733202636,0.3464537005,0.5527264395,0.1008198599
34143,0.0954580782,0.1576068895,0.7469350322,0.0164602960,0.1292277621,0.8543119419
34152,0.0732304247,0.1063225293,0.8204470460,0.0141272871,0.1133752359,0.8724974771
34263,0.0746442607,0.1075129517,0.8178427876,0.0143262141,0.1133523593,0.8723214266
34288,0.0615991140,0.0969746202,0.8414262659,0.0130967718,0.1134937450,0.8734094832
34564,0.0529730908,0.0663238903,0.8807030189,0.0135513121,0.0468910468,0.9395576411
34565,0.0784054152,0.1243190058,0.7972755791,0.0146705078,0.1133127656,0.8720167266
34633,0.0725391592,0.1019118220,0.8255490188,0.0140622000,0.1133827209,0.8725550791
34812,0.0780848345,0.1161121586,0.8058030069,0.0146705078,0.1133127656,0.8720167266
34878,0.1481478087,0.5157537537,0.3360984375,0.0175450142,0.6416192833,0.3408357025
34926,0.1852310300,0.4420883656,0.3726806045,0.0239422343,0.5575323993,0.4185253664
34932,0.1242849957,0.3097934677,0.5659215366,0.0161017737,0.2348473515,0.7490508747
35328,0.1010144055,0.2906275094,0.6083580852,0.0174434852,0.1710895259,0.8114669889
35542,0.1953528821,0.5514942408,0.2531528771,0.0281227742,0.6985218998,0.2733553260
35620,0.5811858091,0.2873427527,0.1314714382,0.8032116633,0.1594752235,0.0373131132
35793,0.1168780095,0.2875000515,0.5956219390,0.0174434852,0.1710895259,0.8114669889
35969,0.3006482124,0.5103669167,0.1889848709,0.2835863001,0.5688358630,0.1475778369
36165,0.1322785318,0.3930848539,0.4746366143,0.0158157492,0.3407708181,0.6434134327
36178,0.1166849119,0.1844906332,0.6988244549,0.0167737585,0.1491976935,0.8340285480
36449,0.1357759705,0.5355785569,0.3286454727,0.0175450142,0.6416192833,0.3408357025
36773,0.0845486590,0.1184758535,0.7969754875,0.0149580912,0.1132796935,0.8717622153
36921,0.0769574356,0.1257335711,0.7973089933,0.0145308235,0.1133288292,0.8721403473
36922,0.0709786495,0.1119778016,0.8170435489,0.0139338087,0.1133974859,0.8726687054
37019,0.0715592573,0.1294492473,0.7989914954,0.0139338087,0.1133974859,0.8726687054
37041,0.0699694758,0.1091675096,0.8208630146,0.0138704883,0.1134047677,0.8727247440
37067,0.0788881114,0.1183676132,0.8027442754,0.0147413620,0.1133046173,0.8719540207
37131,0.1148617964,0.5561257129,0.3290124907,0.0162741372,0.6675786702,0.3161471926
37196,0.1368667334,0.6172767878,0.2458564788,0.0168767016,0.7226983348,0.2604249636
37212,0.6142491698,0.2505323291,0.1352185011,0.8001044207,0.1588582900,0.0410372893
37315,0.3709403872,0.4612570107,0.1678026021,0.3510655460,0.5529910749,0.0959433790
37515,0.0638329396,0.1133369671,0.8228300932,0.0132675605,0.1134741043,0.8732583352
37613,0.1097198725,0.4360359311,0.4542441964,0.0146545484,0.4289166885,0.5564287631
38164,0.2017402560,0.6141599004,0.1840998436,0.0395188161,0.8416277142,0.1188534696
38237,0.1395360231,0.4460225999,0.4144413769,0.0166384268,0.4869818390,0.4963797341
38347,0.3614887297,0.4988092482,0.1397020221,0.3240028221,0.6241160352,0.0518811426
38359,0.1741023906,0.5575556589,0.2683419505,0.0180933065,0.7135039527,0.2684027408
38360,0.3260664441,0.5133687411,0.1605648148,0.3039097919,0.6096020460,0.0864881621
38873,0.1624666328,0.4540096887,0.3835236785,0.0190561077,0.5622598803,0.4186840120
39266,0.1607328653,0.3437560797,0.4955110550,0.0164064666,0.2392913531,0.7443021803
39479,0.1368726959,0.4989719167,0.3641553873,0.0173488131,0.6344442305,0.3482069563
39649,0.2481485605,0.2983485758,0.4535028636,0.1848122185,0.2075476084,0.6076401730
40010,0.1040927120,0.2334041499,0.6625031381,0.0174434852,0.1710895259,0.8114669889
40044,0.0901116580,0.2036485821,0.7062397599,0.0157310635,0.1583881047,0.8258808318
40199,0.0284526154,0.0421332557,0.9294141289,0.0117956701,0.0414052094,0.9467991205
40259,0.0415477200,0.0610795440,0.8973727360,0.0126057051,0.0435896127,0.9438046822
40292,0.0320175766,0.0488499763,0.9191324471,0.0118867284,0.0414013941,0.9467118776
40499,0.2262599468,0.4399608076,0.3337792456,0.1101488859,0.5348533721,0.3549977420
40738,0.1205601859,0.2410017586,0.6384380555,0.0174434852,0.1710895259,0.8114669889
40774,0.1486505441,0.6448018647,0.2065475912,0.0168767016,0.7226983348,0.2604249636
40981,0.3385944068,0.4503546059,0.2110509872,0.2897058065,0.4650886520,0.2452055415
41254,0.0923428671,0.2548783980,0.6527787350,0.0170687148,0.1711547836,0.8117765017
41624,0.1111128281,0.2323028348,0.6565843371,0.0174434852,0.1710895259,0.8114669889
41741,0.1148616970,0.2901941240,0.5949441791,0.0174434852,0.1710895259,0.8114669889
41745,0.1243329607,0.2925639363,0.5831031029,0.0172229373,0.1815699109,0.8012071517
41989,0.0727574538,0.1269136835,0.8003288627,0.0140622000,0.1133827209,0.8725550791
42225,0.0612753288,0.1028255064,0.8358991649,0.0130967718,0.1134937450,0.8734094832
42498,0.0900021134,0.1202191654,0.7897787212,0.0158927177,0.1131722116,0.8709350708
42568,0.0732535416,0.1068672902,0.8198791681,0.0141272871,0.1133752359,0.8724974771
42802,0.0740747739,0.1058975293,0.8200276968,0.0143262141,0.1133523593,0.8723214266
43038,0.0889923789,0.1394744952,0.7715331259,0.0157106028,0.1142237509,0.8700656464
43111,0.0749218963,0.1239773371,0.8011007666,0.0143937740,0.1133445899,0.8722616361
43352,0.1484196484,0.3545067310,0.4970736206,0.0164064666,0.2392913531,0.7443021803
43434,0.1737665709,0.4239862326,0.4022471965,0.0174086867,0.4661010076,0.5164903057
43447,0.1858532484,0.5186600840,0.2954866676,0.0219530979,0.6387404628,0.3393064392
43509,0.1398950985,0.3578339570,0.5022709445,0.0150324528,0.2856612422,0.6993063051
43726,0.1068822840,0.6005481020,0.2925696140,0.0158106250,0.6770465366,0.3071428385
43728,0.1361932030,0.3920680641,0.4717387329,0.0158157492,0.3407708181,0.6434134327
44022,0.0987841107,0.1441519697,0.7570639196,0.0166644825,0.1184260161,0.8649095014
44026,0.0917437232,0.1245649839,0.7836912929,0.0163175380,0.1131233573,0.8705591047
44199,0.1096741193,0.1577949834,0.7325308974,0.0164602960,0.1292277621,0.8543119419
44315,0.0990584738,0.1678815075,0.7330600187,0.0164602960,0.1292277621,0.8543119419
44421,0.1106053723,0.1741723988,0.7152222288,0.0169324513,0.1329345960,0.8501329527
44425,0.1083948496,0.1675678989,0.7240372516,0.0166053256,0.1303663718,0.8530283026
44638,0.0972809724,0.1605952990,0.7421237286,0.0164602960,0.1292277621,0.8543119419
44850,0.0835876328,0.1362833401,0.7801290271,0.0149580912,0.1132796935,0.8717622153
44867,0.1237952048,0.6684975078,0.2077072874,0.0168767016,0.7226983348,0.2604249636
