"id","y","fold","va_intact","va_moderate","va_severe"
682,2,1,0.0185956179432757,0.162384269363816,0.819020112692908
691,2,2,0.0185395328735075,0.133041166135469,0.848419300991023
694,2,4,0.0237393005070706,0.268540314246649,0.70772038524628
695,2,4,0.276583381754794,0.278907611853573,0.444509006391633
702,2,2,0.0140702559020017,0.0514706797098865,0.934459064388112
703,2,1,0.0219644385280974,0.386992488352192,0.591043073119711
705,2,3,0.0151889791593077,0.168138466972801,0.816672553867891
708,2,2,0.0139502243519313,0.0487690770026866,0.937280698645382
713,2,0,0.0131775515697986,0.262503808754663,0.724318639675539
715,1,3,0.0155262682794728,0.168080881025456,0.816392850695071
722,2,0,0.0105303538226532,0.0469079397554552,0.942561706421892
723,2,1,0.0199903912434984,0.442086353476908,0.537923255279594
725,2,4,0.0304728294615226,0.291697568625213,0.677829601913264
727,2,2,0.0205773356526228,0.140001050787251,0.839421613560126
729,1,0,0.0114157294432346,0.0985650786074401,0.890019191949325
733,2,0,0.0116765949367518,0.0985390694662467,0.889784335597002
738,2,2,0.0206602034621929,0.128667515814702,0.850672280723106
745,2,1,0.0144103069068522,0.0471406939123383,0.938448999180809
747,2,3,0.00948124068806718,0.048083434918055,0.942435324393878
754,2,4,0.0186271545207136,0.1371635923798,0.844209253099486
757,2,3,0.0102985178484448,0.055110987405191,0.934590494746364
760,2,2,0.0188967380378852,0.222285313235123,0.758817948726992
767,2,1,0.0171550592905225,0.34027148530892,0.642573455400558
771,2,2,0.0322875227631628,0.414254734623048,0.553457742613789
773,2,2,0.0183983607956971,0.165585247161274,0.816016392043029
775,2,0,0.0114885496468134,0.140881484720047,0.847629965633139
781,1,2,0.0202290715190933,0.167451758685828,0.812319169795079
788,1,0,0.0127554404705166,0.286127721463633,0.701116838065851
789,2,4,0.0153723108622863,0.0377665415011726,0.946861147636541
791,2,2,0.0177950446494965,0.104957348845592,0.877247606504911
793,2,4,0.0158141473070111,0.0449213459735389,0.93926450671945
